0,1,2,3,4,5,6,7,8,9
15.0,0.0,-1356_0,-102.46,Bus,78.79,570.84,1517.82,5.51,BusFlowEastWest0.0
15.0,0.0,28925528_1,-29.54,Bus,95.58,642.91,1231.51,0.01,BusFlowNorthSouth0.0
15.0,0.0,239331354_0,148.85,Bus,114.61,572.26,1222.56,0.03,BusFlowSouthNorth0.0
15.0,0.0,-240120122_0,67.52,Bus,165.22,650.71,1021.37,12.84,BusFlowWestEast0.0
15.0,0.0,-1354_0,-93.35,Vehicle,58.87,423.89,1799.33,12.87,VehicleFlowEastToNorth.0
15.0,0.0,-1354_0,-93.35,Vehicle,15.8,421.38,1842.23,12.25,VehicleFlowEastToSouth.0
15.0,0.0,:431399507_0_0,-45.55,Vehicle,5.75,421.25,1862.21,10.01,VehicleFlowEastToWest.0
15.0,0.0,-1354_0,-100.83,Vehicle,172.0,442.31,1688.12,12.24,VehicleFlowEastToWest_0.0
15.0,0.0,-1280#0_0,-56.23,Vehicle,178.39,659.17,2207.67,13.74,VehicleFlowEastToWest_1.0
15.0,0.0,-1328#0_1,29.84,Vehicle,171.2,889.63,662.49,13.44,VehicleFlowWestToEast.0
15.0,0.0,-1328#0_1,22.52,Vehicle,100.95,953.64,633.98,13.05,VehicleFlowWestToEast.1
15.0,0.0,-1328#0_0,18.54,Vehicle,12.71,1035.9,602.26,5.82,VehicleFlowWestToEast.2
15.0,0.0,229259796#0_0,71.4,Vehicle,177.15,626.22,1148.28,11.77,VehicleFlowWestToEast_0.0
15.0,0.0,229259796#0_0,71.4,Vehicle,67.5,661.19,1044.35,13.49,VehicleFlowWestToEast_0.1
15.0,0.0,-1328#0_1,22.52,Vehicle,144.08,913.84,650.48,12.36,VehicleFlowWestToNorth.0
15.0,0.0,-1324_0,69.17,Vehicle,180.55,715.22,899.4,13.16,VehicleFlowWestToSouth.0
16.0,0.0,-1356_0,-102.46,Bus,84.19,572.0,1512.54,5.41,BusFlowEastWest0.0
16.0,0.0,28925528_1,-29.54,Bus,95.58,642.91,1231.51,0.0,BusFlowNorthSouth0.0
16.0,0.0,239331354_0,148.85,Bus,114.62,572.27,1222.56,0.0,BusFlowSouthNorth0.0
16.0,0.0,-240120122_0,67.52,Bus,178.37,645.68,1033.52,13.15,BusFlowWestEast0.0
16.0,0.0,-1354_0,-93.35,Vehicle,71.67,424.64,1786.58,12.8,VehicleFlowEastToNorth.0
16.0,0.0,-1354_0,-93.35,Vehicle,29.34,422.17,1828.74,13.55,VehicleFlowEastToSouth.0
16.0,0.0,-1354_0,-93.35,Vehicle,7.0,420.87,1851.0,11.9,VehicleFlowEastToWest.0
16.0,0.0,-1354_0,-100.83,Vehicle,184.56,444.67,1675.81,12.56,VehicleFlowEastToWest_0.0
16.0,0.0,-1280#0_0,-56.23,Vehicle,191.57,651.85,2196.73,13.18,VehicleFlowEastToWest_1.0
16.0,0.0,-1328#0_1,29.84,Vehicle,184.87,877.78,669.29,13.68,VehicleFlowWestToEast.0
16.0,0.0,-1328#0_1,22.52,Vehicle,114.83,940.83,639.29,13.88,VehicleFlowWestToEast.1
16.0,0.0,-1328#0_0,18.54,Vehicle,20.93,1028.1,604.87,8.22,VehicleFlowWestToEast.2
16.0,0.0,229259796#0_0,71.4,Vehicle,185.91,623.42,1156.58,8.76,VehicleFlowWestToEast_0.0
16.0,0.0,229259796#0_0,71.4,Vehicle,79.96,657.21,1056.17,12.46,VehicleFlowWestToEast_0.1
16.0,0.0,-1328#0_1,23.05,Vehicle,157.15,901.8,655.51,13.07,VehicleFlowWestToNorth.0
16.0,0.0,-1324_0,69.17,Vehicle,192.68,710.9,910.74,12.12,VehicleFlowWestToSouth.0
17.0,0.0,-1356_0,-102.46,Bus,88.69,572.97,1508.15,4.49,BusFlowEastWest0.0
17.0,0.0,28925528_1,-29.54,Bus,95.58,642.91,1231.51,0.0,BusFlowNorthSouth0.0
17.0,0.0,239331354_0,148.85,Bus,114.62,572.27,1222.56,0.0,BusFlowSouthNorth0.0
17.0,0.0,-240120122_0,67.52,Bus,191.1,640.82,1045.29,12.73,BusFlowWestEast0.0
17.0,0.0,-1354_0,-100.83,Vehicle,85.23,426.04,1773.16,13.55,VehicleFlowEastToNorth.0
17.0,0.0,-1354_0,-93.35,Vehicle,42.61,422.94,1815.53,13.27,VehicleFlowEastToSouth.0
17.0,0.0,-1354_0,-93.35,Vehicle,20.42,421.65,1837.63,13.41,VehicleFlowEastToWest.0
17.0,0.0,-1354_0,-107.83,Vehicle,198.03,447.76,1662.75,13.47,VehicleFlowEastToWest_0.0
17.0,0.0,-1280#0_0,-56.23,Vehicle,204.91,644.44,2185.64,13.35,VehicleFlowEastToWest_1.0
17.0,0.0,-1328#0_1,27.55,Vehicle,197.72,866.52,675.45,12.85,VehicleFlowWestToEast.0
17.0,0.0,-1328#0_1,22.52,Vehicle,127.73,928.92,644.23,12.91,VehicleFlowWestToEast.1
17.0,0.0,-1328#0_1,18.54,Vehicle,32.73,1018.01,611.73,11.8,VehicleFlowWestToEast.2
17.0,0.0,229259796#0_0,71.4,Vehicle,190.94,621.82,1161.35,5.02,VehicleFlowWestToEast_0.0
17.0,0.0,229259796#0_0,71.4,Vehicle,92.2,653.31,1067.77,12.24,VehicleFlowWestToEast_0.1
17.0,0.0,229259796#0_0,71.4,Vehicle,4.1,681.4,984.27,0.0,VehicleFlowWestToEast_0.2
17.0,0.0,-1328#0_1,29.84,Vehicle,170.62,890.13,662.21,13.48,VehicleFlowWestToNorth.0
17.0,0.0,-1324_0,69.17,Vehicle,205.76,706.25,922.99,13.09,VehicleFlowWestToSouth.0
18.0,0.0,-1356_0,-102.46,Bus,93.49,574.01,1503.47,4.8,BusFlowEastWest0.0
18.0,0.0,28925528_1,-29.54,Bus,95.58,642.91,1231.51,0.0,BusFlowNorthSouth0.0
18.0,0.0,239331354_0,148.85,Bus,114.62,572.27,1222.56,0.0,BusFlowSouthNorth0.0
18.0,0.0,-240120122_0,67.52,Bus,204.18,635.82,1057.37,13.07,BusFlowWestEast0.0
18.0,0.0,-1354_0,-100.83,Vehicle,98.75,428.58,1759.9,13.53,VehicleFlowEastToNorth.0
18.0,0.0,-1354_0,-93.35,Vehicle,55.88,423.72,1802.31,13.27,VehicleFlowEastToSouth.0
18.0,0.0,-1354_0,-93.35,Vehicle,33.79,422.43,1824.31,13.38,VehicleFlowEastToWest.0
18.0,0.0,-1274_0,16.81,Vehicle,4.1,517.45,1849.76,0.0,VehicleFlowEastToWest.1
18.0,0.0,-1354_0,-107.83,Vehicle,210.27,451.5,1651.13,12.24,VehicleFlowEastToWest_0.0
18.0,0.0,-1354_0,-93.35,Vehicle,4.1,420.7,1853.89,0.0,VehicleFlowEastToWest_0.1
18.0,0.0,-1280#0_0,-56.23,Vehicle,217.37,637.52,2175.3,12.46,VehicleFlowEastToWest_1.0
18.0,0.0,-1280#0_0,-45.05,Vehicle,4.1,759.18,2349.98,0.0,VehicleFlowEastToWest_1.1
18.0,0.0,-1328#0_1,27.55,Vehicle,211.05,854.72,681.61,13.33,VehicleFlowWestToEast.0
18.0,0.0,-1328#0_1,22.52,Vehicle,140.97,916.72,649.29,13.23,VehicleFlowWestToEast.1
18.0,0.0,-1328#0_1,18.54,Vehicle,46.6,1004.88,616.13,13.87,VehicleFlowWestToEast.2
18.0,0.0,229259796#0_0,71.4,Vehicle,192.23,621.41,1162.57,1.29,VehicleFlowWestToEast_0.0
18.0,0.0,229259796#0_0,71.4,Vehicle,106.03,648.9,1080.88,13.83,VehicleFlowWestToEast_0.1
18.0,0.0,229259796#0_0,71.4,Vehicle,7.64,680.27,987.62,3.54,VehicleFlowWestToEast_0.2
18.0,0.0,-1328#0_1,29.84,Vehicle,182.83,879.55,668.27,12.2,VehicleFlowWestToNorth.0
18.0,0.0,-1324_0,69.17,Vehicle,219.58,701.33,935.92,13.82,VehicleFlowWestToSouth.0
19.0,0.0,-1356_0,-102.46,Bus,98.98,575.19,1498.11,5.49,BusFlowEastWest0.0
19.0,0.0,28925528_1,-29.54,Bus,95.58,642.91,1231.51,0.0,BusFlowNorthSouth0.0
19.0,0.0,239331354_0,148.85,Bus,114.62,572.27,1222.56,0.0,BusFlowSouthNorth0.0
19.0,0.0,-240120122_0,66.83,Bus,216.78,630.93,1068.99,12.61,BusFlowWestEast0.0
19.0,0.0,-1354_0,-100.83,Vehicle,112.25,431.11,1746.67,13.5,VehicleFlowEastToNorth.0
19.0,0.0,-1354_0,-93.35,Vehicle,69.2,424.49,1789.04,13.32,VehicleFlowEastToSouth.0
19.0,0.0,-1354_0,-93.35,Vehicle,46.51,423.17,1811.64,12.71,VehicleFlowEastToWest.0
19.0,0.0,-1274_0,16.81,Vehicle,6.37,515.27,1850.41,2.27,VehicleFlowEastToWest.1
19.0,0.0,-1354_0,-107.83,Vehicle,223.88,455.66,1638.2,13.61,VehicleFlowEastToWest_0.0
19.0,0.0,-1354_0,-93.35,Vehicle,7.27,420.88,1850.73,3.17,VehicleFlowEastToWest_0.1
19.0,0.0,-1280#0_0,-56.23,Vehicle,229.65,630.7,2165.1,12.28,VehicleFlowEastToWest_1.0
19.0,0.0,-1280#0_0,-45.05,Vehicle,6.52,757.47,2348.27,2.42,VehicleFlowEastToWest_1.1
19.0,0.0,-1328#0_1,25.02,Vehicle,224.03,843.11,687.36,12.98,VehicleFlowWestToEast.0
19.0,0.0,-1328#0_1,22.52,Vehicle,153.59,905.07,654.12,12.62,VehicleFlowWestToEast.1
19.0,0.0,-1328#0_1,18.54,Vehicle,59.06,993.09,620.08,12.46,VehicleFlowWestToEast.2
19.0,0.0,229259796#0_0,71.4,Vehicle,192.25,621.4,1162.6,0.03,VehicleFlowWestToEast_0.0
19.0,0.0,229259796#0_0,71.4,Vehicle,118.33,644.98,1092.53,12.29,VehicleFlowWestToEast_0.1
19.0,0.0,229259796#0_0,71.4,Vehicle,14.26,678.16,993.89,6.62,VehicleFlowWestToEast_0.2
19.0,0.0,-1328#0_1,27.55,Vehicle,195.86,868.17,674.59,13.03,VehicleFlowWestToNorth.0
19.0,0.0,-1324_0,69.17,Vehicle,231.68,697.02,947.24,12.1,VehicleFlowWestToSouth.0
20.0,0.0,-1356_0,-102.46,Bus,103.83,576.24,1493.37,4.85,BusFlowEastWest0.0
20.0,0.0,28925528_1,-29.54,Bus,95.58,642.91,1231.51,0.0,BusFlowNorthSouth0.0
20.0,0.0,239331354_0,148.85,Bus,114.62,572.27,1222.56,0.0,BusFlowSouthNorth0.0
20.0,0.0,-240120122_0,66.69,Bus,230.1,625.66,1081.22,13.32,BusFlowWestEast0.0
20.0,0.0,-1354_0,-100.83,Vehicle,125.81,433.65,1733.38,13.56,VehicleFlowEastToNorth.0
20.0,0.0,-1354_0,-96.47,Vehicle,82.14,425.46,1776.18,12.94,VehicleFlowEastToSouth.0
20.0,0.0,-1354_0,-93.35,Vehicle,58.88,423.89,1799.32,12.37,VehicleFlowEastToWest.0
20.0,0.0,-1274_0,16.81,Vehicle,11.69,510.18,1851.95,5.32,VehicleFlowEastToWest.1
20.0,0.0,-1354_0,-107.83,Vehicle,237.06,459.69,1625.68,13.18,VehicleFlowEastToWest_0.0
20.0,0.0,-1354_0,-93.35,Vehicle,12.86,421.21,1845.16,5.6,VehicleFlowEastToWest_0.1
20.0,0.0,-1280#0_0,-56.23,Vehicle,243.11,623.23,2153.92,13.46,VehicleFlowEastToWest_1.0
20.0,0.0,-1280#0_0,-45.05,Vehicle,10.93,754.36,2345.15,4.41,VehicleFlowEastToWest_1.1
20.0,0.0,-1328#0_1,25.02,Vehicle,237.9,830.55,693.22,13.87,VehicleFlowWestToEast.0
20.0,0.0,-1328#0_1,29.84,Vehicle,165.82,894.28,659.82,12.24,VehicleFlowWestToEast.1
20.0,0.0,-1328#0_1,18.54,Vehicle,71.55,981.25,624.05,12.5,VehicleFlowWestToEast.2
20.0,0.0,-1328#0_0,18.54,Vehicle,4.1,1044.08,599.52,0.0,VehicleFlowWestToEast.3
20.0,0.0,229259796#0_0,71.4,Vehicle,192.26,621.4,1162.6,0.01,VehicleFlowWestToEast_0.0
20.0,0.0,229259796#0_0,71.4,Vehicle,131.18,640.88,1104.71,12.85,VehicleFlowWestToEast_0.1
20.0,0.0,229259796#0_0,71.4,Vehicle,23.63,675.17,1002.78,9.37,VehicleFlowWestToEast_0.2
20.0,0.0,-1328#0_1,27.55,Vehicle,209.11,856.44,680.71,13.25,VehicleFlowWestToNorth.0
20.0,0.0,-1324_0,69.17,Vehicle,243.9,692.67,958.68,12.22,VehicleFlowWestToSouth.0
21.0,0.0,-1356_0,-102.46,Bus,108.0,577.14,1489.29,4.18,BusFlowEastWest0.0
21.0,0.0,28925528_1,-29.54,Bus,95.58,642.91,1231.51,0.0,BusFlowNorthSouth0.0
21.0,0.0,239331354_0,148.85,Bus,114.62,572.27,1222.56,0.0,BusFlowSouthNorth0.0
21.0,0.0,-240120122_0,66.69,Bus,242.8,620.64,1092.88,12.69,BusFlowWestEast0.0
21.0,0.0,-1354_0,-100.83,Vehicle,137.98,435.93,1721.46,12.17,VehicleFlowEastToNorth.0
21.0,0.0,-1354_0,-100.83,Vehicle,94.42,427.77,1764.14,12.29,VehicleFlowEastToSouth.0
21.0,0.0,-1354_0,-93.35,Vehicle,72.19,424.67,1786.06,13.31,VehicleFlowEastToWest.0
21.0,0.0,-1274_0,16.81,Vehicle,20.36,501.88,1854.46,8.66,VehicleFlowEastToWest.1
21.0,0.0,-1354_0,-107.83,Vehicle,250.18,463.7,1613.22,13.12,VehicleFlowEastToWest_0.0
21.0,0.0,-1354_0,-93.35,Vehicle,21.91,421.74,1836.14,9.05,VehicleFlowEastToWest_0.1
21.0,0.0,-1280#0_0,-55.72,Vehicle,256.37,615.81,2142.94,13.26,VehicleFlowEastToWest_1.0
21.0,0.0,-1280#0_0,-52.93,Vehicle,18.92,749.14,2339.15,7.99,VehicleFlowEastToWest_1.1
21.0,0.0,-1328#0_1,27.69,Vehicle,250.07,819.62,698.53,12.17,VehicleFlowWestToEast.0
21.0,0.0,-1328#0_1,29.84,Vehicle,178.69,883.14,666.22,12.86,VehicleFlowWestToEast.1
21.0,0.0,-1328#0_1,18.54,Vehicle,84.85,968.66,628.28,13.3,VehicleFlowWestToEast.2
21.0,0.0,-1328#0_0,18.54,Vehicle,6.08,1042.2,600.14,1.98,VehicleFlowWestToEast.3
21.0,0.0,229259796#0_0,71.4,Vehicle,192.26,621.4,1162.6,0.0,VehicleFlowWestToEast_0.0
21.0,0.0,229259796#0_0,71.4,Vehicle,143.98,636.79,1116.84,12.8,VehicleFlowWestToEast_0.1
21.0,0.0,229259796#0_0,71.4,Vehicle,36.57,671.05,1015.04,12.94,VehicleFlowWestToEast_0.2
21.0,0.0,-1328#0_1,25.18,Vehicle,221.75,845.17,686.4,12.64,VehicleFlowWestToNorth.0
21.0,0.0,-1324_0,69.17,Vehicle,256.26,688.27,970.24,12.36,VehicleFlowWestToSouth.0
22.0,0.0,-1356_0,-102.56,Bus,112.85,578.2,1484.57,4.84,BusFlowEastWest0.0
22.0,0.0,28925528_1,-29.54,Bus,95.58,642.91,1231.51,0.0,BusFlowNorthSouth0.0
22.0,0.0,239331354_0,148.85,Bus,114.62,572.27,1222.56,0.0,BusFlowSouthNorth0.0
22.0,0.0,-240120122_0,75.85,Bus,256.53,616.85,1106.05,13.73,BusFlowWestEast0.0
22.0,0.0,-1354_0,-100.83,Vehicle,150.8,438.34,1708.9,12.82,VehicleFlowEastToNorth.0
22.0,0.0,-1354_0,-100.83,Vehicle,107.84,430.28,1750.99,13.42,VehicleFlowEastToSouth.0
22.0,0.0,-1354_0,-100.83,Vehicle,84.67,425.94,1773.7,12.48,VehicleFlowEastToWest.0
22.0,0.0,-1274_0,16.81,Vehicle,32.47,490.29,1857.96,12.11,VehicleFlowEastToWest.1
22.0,0.0,-1354_0,-107.83,Vehicle,262.45,467.45,1601.57,12.27,VehicleFlowEastToWest_0.0
22.0,0.0,-1354_0,-93.35,Vehicle,33.88,422.43,1824.22,11.97,VehicleFlowEastToWest_0.1
22.0,0.0,-1280#0_0,-55.72,Vehicle,269.99,608.15,2131.69,13.62,VehicleFlowEastToWest_1.0
22.0,0.0,-1280#0_0,-55.09,Vehicle,30.02,742.79,2330.06,11.1,VehicleFlowEastToWest_1.1
22.0,0.0,-1328#0_1,30.19,Vehicle,263.85,807.73,705.45,13.78,VehicleFlowWestToEast.0
22.0,0.0,-1328#0_1,29.1,Vehicle,192.5,871.15,673.04,13.81,VehicleFlowWestToEast.1
22.0,0.0,-1328#0_1,22.52,Vehicle,97.77,956.57,632.76,12.92,VehicleFlowWestToEast.2
22.0,0.0,-1328#0_0,18.54,Vehicle,11.55,1037.0,601.89,5.48,VehicleFlowWestToEast.3
22.0,0.0,229259796#0_0,71.4,Vehicle,192.26,621.4,1162.6,0.0,VehicleFlowWestToEast_0.0
22.0,0.0,229259796#0_0,71.4,Vehicle,157.47,632.49,1129.63,13.49,VehicleFlowWestToEast_0.1
22.0,0.0,229259796#0_0,71.4,Vehicle,49.09,667.05,1026.91,12.52,VehicleFlowWestToEast_0.2
22.0,0.0,-1328#0_1,25.02,Vehicle,235.19,833.01,692.08,13.44,VehicleFlowWestToNorth.0
22.0,0.0,-1328#0_0,18.54,Vehicle,4.1,1044.08,599.52,0.0,VehicleFlowWestToNorth.1
22.0,0.0,229259796#0_0,46.23,Vehicle,0.65,682.5,981.0,12.42,VehicleFlowWestToSouth.0
23.0,0.0,-1356_0,-103.01,Bus,117.56,579.26,1479.97,4.72,BusFlowEastWest0.0
23.0,0.0,28925528_1,-29.54,Bus,95.58,642.91,1231.51,0.0,BusFlowNorthSouth0.0
23.0,0.0,239331354_0,148.85,Bus,114.62,572.27,1222.56,0.0,BusFlowSouthNorth0.0
23.0,0.0,-240120122_0,75.85,Bus,269.22,613.75,1118.35,12.69,BusFlowWestEast0.0
23.0,0.0,-1354_0,-100.83,Vehicle,164.2,440.85,1695.76,13.41,VehicleFlowEastToNorth.0
23.0,0.0,-1354_0,-100.83,Vehicle,120.96,432.74,1738.14,13.12,VehicleFlowEastToSouth.0
23.0,0.0,-1354_0,-100.83,Vehicle,98.13,428.46,1760.51,13.46,VehicleFlowEastToWest.0
23.0,0.0,-1274_0,10.65,Vehicle,46.4,476.73,1861.12,13.93,VehicleFlowEastToWest.1
23.0,0.0,-1354_0,-107.83,Vehicle,274.8,471.22,1589.83,12.35,VehicleFlowEastToWest_0.0
23.0,0.0,-1354_0,-93.35,Vehicle,47.36,423.22,1810.79,13.48,VehicleFlowEastToWest_0.1
23.0,0.0,-1280#0_0,-32.48,Vehicle,282.2,597.79,2125.6,12.21,VehicleFlowEastToWest_1.0
23.0,0.0,-1280#0_0,-55.09,Vehicle,42.16,735.85,2320.11,12.14,VehicleFlowEastToWest_1.1
23.0,0.0,:-584_1_0,31.54,Vehicle,0.59,797.12,711.73,12.38,VehicleFlowWestToEast.0
23.0,0.0,-1328#0_1,27.55,Vehicle,204.77,860.28,678.7,12.27,VehicleFlowWestToEast.1
23.0,0.0,-1328#0_1,22.52,Vehicle,109.91,945.37,637.41,12.14,VehicleFlowWestToEast.2
23.0,0.0,-1328#0_0,18.54,Vehicle,20.48,1028.53,604.73,8.93,VehicleFlowWestToEast.3
23.0,0.0,229259796#0_0,71.4,Vehicle,192.26,621.4,1162.6,0.0,VehicleFlowWestToEast_0.0
23.0,0.0,229259796#0_1,71.41,Vehicle,171.15,631.26,1143.65,13.67,VehicleFlowWestToEast_0.1
23.0,0.0,229259796#0_0,71.4,Vehicle,62.04,662.92,1039.19,12.95,VehicleFlowWestToEast_0.2
23.0,0.0,-1328#0_1,25.42,Vehicle,248.32,821.14,697.65,13.13,VehicleFlowWestToNorth.0
23.0,0.0,-1328#0_0,18.54,Vehicle,6.73,1041.58,600.35,2.63,VehicleFlowWestToNorth.1
23.0,0.0,229259796#0_0,71.4,Vehicle,13.89,678.28,993.55,13.24,VehicleFlowWestToSouth.0
24.0,0.0,-1356_0,-103.03,Bus,121.79,580.21,1475.85,4.23,BusFlowEastWest0.0
24.0,0.0,28925528_1,-29.54,Bus,95.58,642.91,1231.51,0.0,BusFlowNorthSouth0.0
24.0,0.0,239331354_0,148.85,Bus,114.62,572.27,1222.56,0.0,BusFlowSouthNorth0.0
24.0,0.0,-240120122_0,76.8,Bus,282.21,610.67,1130.97,12.99,BusFlowWestEast0.0
24.0,0.0,-1354_0,-100.83,Vehicle,176.72,443.2,1683.49,12.52,VehicleFlowEastToNorth.0
24.0,0.0,-1354_0,-100.83,Vehicle,133.39,435.07,1725.96,12.43,VehicleFlowEastToSouth.0
24.0,0.0,-1354_0,-100.83,Vehicle,111.95,431.05,1746.96,13.82,VehicleFlowEastToWest.0
24.0,0.0,-1274_0,10.65,Vehicle,62.72,460.7,1864.14,16.32,VehicleFlowEastToWest.1
24.0,0.0,-1354_0,-107.83,Vehicle,288.48,475.4,1576.84,13.68,VehicleFlowEastToWest_0.0
24.0,0.0,-1354_0,-93.35,Vehicle,61.0,424.02,1797.21,13.64,VehicleFlowEastToWest_0.1
24.0,0.0,-1280#0_0,-43.9,Vehicle,295.99,586.71,2117.63,13.8,VehicleFlowEastToWest_1.0
24.0,0.0,-1280#0_0,-55.09,Vehicle,54.3,728.91,2310.16,12.14,VehicleFlowEastToWest_1.1
24.0,0.0,:-596_7_0,54.08,Vehicle,3.48,788.53,720.97,12.96,VehicleFlowWestToEast.0
24.0,0.0,-1328#0_1,27.55,Vehicle,217.09,849.37,684.4,12.32,VehicleFlowWestToEast.1
24.0,0.0,-1328#0_1,22.52,Vehicle,122.48,933.77,642.22,12.57,VehicleFlowWestToEast.2
24.0,0.0,-1328#0_1,18.54,Vehicle,31.9,1018.8,611.46,11.42,VehicleFlowWestToEast.3
24.0,0.0,229259796#0_0,71.4,Vehicle,192.26,621.4,1162.6,0.0,VehicleFlowWestToEast_0.0
24.0,0.0,229259796#0_1,71.41,Vehicle,181.54,627.95,1153.49,10.39,VehicleFlowWestToEast_0.1
24.0,0.0,229259796#0_0,71.4,Vehicle,74.91,658.82,1051.38,12.86,VehicleFlowWestToEast_0.2
24.0,0.0,-1328#0_1,30.19,Vehicle,261.24,809.99,704.14,12.92,VehicleFlowWestToNorth.0
24.0,0.0,-1328#0_0,18.54,Vehicle,12.95,1035.67,602.33,6.22,VehicleFlowWestToNorth.1
24.0,0.0,229259796#0_0,71.4,Vehicle,27.76,673.86,1006.69,13.86,VehicleFlowWestToSouth.0
25.0,0.0,-1356_0,-103.03,Bus,126.04,581.17,1471.71,4.25,BusFlowEastWest0.0
25.0,0.0,28925528_1,-29.54,Bus,95.58,642.91,1231.51,0.0,BusFlowNorthSouth0.0
